"Concepto","Economía"
"mapeo y análisis","s"
"maquinaria","n"
"maquinarias","n"
"marca","b"
"marcas","b"
"marcha","b"
"marcha del negocio","n"
"marco","b"
"marco del proceso","n"
"marco legal","n"
"marco lógico","n"
"marco normativo","n"
"marco regulatorio","n"
"marcos","n"
"margen","b"
"márgenes","b"
"márgenes de rentabilidad","s"
"marginal","b"
"maría","b"
"market","b"
"market share","n"
"marketing","n"
"marketing de preferencia","n"
"marketing de servicios","n"
"marketing digital","n"
"marketing directo","n"
"marketing estratégico","n"
"marketing y publicidad","n"
"marketing y relaciones","n"
"marketing y relaciones públicas","n"
"marketing y ventas","n"
"markets","n"
"marque","n"
"marque diferencia","n"
"masiva","b"
"masivas","b"
"masivo","b"
"masivos","b"
"master","b"
"mastercard","b"
"mate","b"
"matemática","s"
"matemáticas","s"
"matemáticas financieras","s"
"matemáticos","n"
"materia","b"
"materia de contrataciones","n"
"materia de gestión","s"
"materia de seguridad","n"
"materia económica","s"
"materia prima","s"
"material","b"
"material pop","b"
"material publicitario","b"
"materiales","b"
"materiales y equipos","b"
"materiales y servicios","b"
"materias","n"
"materias primas","s"
"materias relacionadas","b"
"matlab","s"
"matrices","s"
"matrices de riesgos","s"
"matrícula","b"
"matriz","s"
"matriz de riesgos","s"
"máxima","s"
"maximicen","s"
"maximización","s"
"maximizando","s"
"maximizar","s"
"máximo","s"
"máximos","s"
"mayor","b"
"mayores","b"
"mayoría","b"
"mayorista","b"
"mayoristas","b"
"mecánica","b"
"mecanismo","b"
"mecanismos","b"
"mecanismos de control","s"
"media","b"
"mediana","b"
"medianas","b"
"mediano","b"
"médica","b"
"medición","b"
"medición de resultados","s"
"medición de riesgo","s"
"medición de riesgos","s"
"medición y control","s"
"mediciones","s"
"médico","n"
"médicos","n"
"medida","b"
"medida del cliente","n"
"medidas","b"
"medidas correctivas","n"
"medidas de seguridad","n"
"medio","b"
"medio al año","b"
"medios","b"
"medios de comunicación","n"
"medios de pago","n"
"medir","b"
"mef","s"
"mejor","b"
"mejora","b"
"mejora continua","s"
"mejora de procesos","s"
"mejora en procesos","s"
"mejoramiento","s"
"mejoramiento continuo","s"
"mejorando","b"
"mejorar","b"
"mejorar procesos","s"
"mejoras","b"
"mejoras continuas","s"
"mejoras de procesos","s"
"mejoras en procesos","s"
"mejoras y puntos","s"
"mejoren","b"
"mejores","b"
"memorándums","b"
"memoria","s"
"memoria anual","s"
"memorias","s"
"mención","b"
"mencionadas","b"
"mencionados","b"
"menor","b"
"menores","b"
"mensaje","b"
"mensajes","b"
"mensual","s"
"mensuales","s"
"mentor","b"
"mentoring","b"
"mercadeo","s"
"mercadería","s"
"mercaderías","s"
"mercado","s"
"mercado a través","s"
"mercado de capitales","s"
"mercado de proveedores","s"
"mercado de valores","s"
"mercado financiero","s"
"mercado inmobiliario","s"
"mercado laboral","s"
"mercado local","s"
"mercado nacional","s"
"mercado peruano","s"
"mercado regional","s"
"mercado secundario","s"
"mercado y crédito","s"
"mercado y liquidez","s"
"mercados","s"
"mercados de capitales","s"
"mercados financieros","s"
"mercados globales","s"
"mercados internacionales","s"
"mercados y benchmarking","s"
"mercados y empresas","s"
"mercancía","n"
"merchandising","b"
"méritos","b"
"mermas","b"
"mes","b"
"mes a mes","b"
"mesa","b"
"mesa de dinero","s"
"mesa de distribución","s"
"mesas","n"
"meses","n"
"meses de experiencia","b"
"meses de prácticas","b"
"meses en áreas","b"
"meses en funciones","b"
"meses en labores","b"
"meses en posiciones","b"
"meses en puestos","b"
"meta","b"
"meta comercial","s"
"metales","b"
"metas","b"
"metas asignadas","b"
"metas comerciales","s"
"metas de venta","s"
"metas de ventas","s"
"metas e indicadores","s"
"metas estratégicas","s"
"metas mensuales","n"
"metas y objetivos","n"
"metodización","n"
"metodización de estados","s"
"metodizaciones","n"
"metodizaciones del portafolio","s"
"metodizar","n"
"método","b"
"método de investigación","s"
"metodología","n"
"metodología de gestión","s"
"metodología establecida","n"
"metodologías","n"
"metodologías de enseñanza","n"
"metodologías de evaluación","s"
"metodologías de precios","s"
"metodologías de valorización","s"
"metodologías e instrumentos","s"
"metodologías y herramientas","s"
"metodológicas","b"
"metodológico","b"
"métodos","b"
"métodos cuantitativos","s"
"métodos de trabajo","b"
"métricas","b"
"metropolitana","b"
"mg","n"
"mgmt","n"
"micro","s"
"microeconomía","s"
"microempresa","s"
"microfinancieras","s"
"microfinanzas","s"
"microsoft","s"
"midiendo","s"
"miembro","n"
"miembros","n"
"miembros del directorio","n"
"miembros del equipo","n"
"migraciones","n"
"miguel","b"
"millones","b"
"minas","b"
"minedu","s"
"minera","b"
"minerales","b"
"mineras","b"
"minería","b"
"minería de datos","n"
"minero","b"
"minima","b"
"mínima","b"
"mínima","b"
"minimización","s"
"minimizando","s"
"minimizar","s"
"minimo","b"
"mínimo","b"
"mínimo de experiencia","n"
"mínimos","b"
"mining","s"
"ministerio","s"
"ministerio de economía","s"
"ministerio de trabajo","s"
"ministerios","s"
"ministro","s"
"ministros","s"
"minitab","b"
"minorista","b"
"minoristas","b"
"mintra","b"
"miraflores","b"
"miras","b"
"misión","b"
"misión del puesto","b"
"misión y visión","b"
"misiones","b"
"mitigación","b"
"mitigación de riesgos","s"
"mitigantes","b"
"mitigar","b"
"mkt","b"
"mm","b"
"moda","b"
"modalidad","n"
"modalidad de contratación","n"
"modalidad virtual","n"
"modalidades","n"
"modelación","s"
"modelamiento","s"
"modelamiento de procesos","s"
"modelar","n"
"modelo","s"
"modelo comercial","s"
"modelo de gestión","s"
"modelo de negocio","s"
"modelo financiero","s"
"modelos","s"
"modelos analíticos","s"
"modelos computables","s"
"modelos de atención","n"
"modelos de datos","s"
"modelos de evaluación","s"
"modelos de excelencia","n"
"modelos de gestión","s"
"modelos de negocio","s"
"modelos de negocios","s"
"modelos de proyección","s"
"modelos de riesgo","s"
"modelos de riesgos","s"
"modelos de valorización","s"
"modelos econométricos","s"
"modelos económicos","s"
"modelos estadísticos","s"
"modelos financieros","s"
"modelos y herramientas","s"
"modernas","b"
"modernización","b"
"moderno","b"
"modificación","b"
"modificaciones","b"
"modificar","b"
"modo","b"
"modulo","b"
"módulo","b"
"módulos","b"
"mof","b"
"molina","b"
"momento","b"
"moneda","s"
"moneda extranjera","s"
"monedas","s"
"monetaria","s"
"monetarias","s"
"money","s"
"monitor","b"
"monitorea","b"
"monitoreando","b"
"monitorear","b"
"monitorear","b"
"monitorear indicadores","s"
"monitoreo","s"
"monitoreo de indicadores","s"
"monitoreo de proyectos","s"
"monitoreo diario","n"
"monitoreo y control","s"
"monitoreo y evaluación","s"
"monitoreo y reporte","s"
"monitoreo y seguimiento","s"
"monitorio","b"
"monitorizando","b"
"monthly","s"
"monto","s"
"montos","s"
"mora","b"
"morosa","b"
"morosas","b"
"morosidad","b"
"morosos","b"
"mostrar","b"
"motivación","n"
"motivados","n"
"motivar","n"
"motivar al equipo","n"
"motivos","b"
"motocicletas","n"
"móvil","b"
"móviles","b"
"movilidad","b"
"movimiento","b"
"movimientos","b"
"movimientos bancarios","s"
"muebles","b"
"muestra","s"
"muestras","b"
"muestren","b"
"muestreo","s"
"multas","b"
"multidisciplinario","b"
"multidisciplinarios","b"
"multifuncional","b"
"multilaterales","b"
"multinacional","b"
"multinacionales","s"
"múltiples","b"
"mundial","b"
"mundiales","n"
"mundo","n"
"mundo de ventas","n"
"municipales","n"
"municipalidades","s"
"must","b"
"mutuos","b"
"n","b"
"n°","b"
"n° 001-2007-pcm","b"
"n°1","b"
"nacar","b"
"nacional","b"
"nacionales","b"
"nacionalización","b"
"national","b"
"natural","b"
"naturales","n"
"naturaleza","n"
"navieras","n"
"necesaria","b"
"necesarias","b"
"necesario","b"
"necesarios","b"
"necesidad","b"
"necesidades","b"
"necesidades de capacitación","n"
"necesidades de clientes","n"
"necesidades de financiamiento","s"
"necesidades de información","s"
"necesidades de recursos","s"
"necesidades del cliente","n"
"necesidades del mercado","s"
"necesidades del negocio","s"
"necesidades específicas","n"
"necesidades financieras","s"
"necesita","b"
"negación","b"
"negación del crédito","s"
"negativa","b"
"negativos","b"
"negocia","b"
"negociación","b"
"negociación","b"
"negociación con bancos","s"
"negociación con clientes","n"
"negociación con proveedores","n"
"negociación de acuerdos","n"
"negociación de condiciones","s"
"negociación de instrumentos","s"
"negociación interna","s"
"negociación y cierre","n"
"negociaciones","n"
"negociaciones comerciales","s"
"negociaciones con brokers","s"
"negociaciones con clientes","n"
"negociados","b"
"negociando","b"
"negociar","b"
"negociar","b"
"negociar con proveedores","n"
"negocio","b"
"negocio a fin","b"
"negocio a través","b"
"negocio de manera","b"
"negocio o experiencia","b"
"negocio retail","n"
"negocios","n"
"negocios de banca","s"
"negocios en banca","s"
"negocios en caso","n"
"negocios inmobiliarios","n"
"negocios internacionales","s"
"negocios junior","n"
"negocios vinculados","n"
"negocios y áreas","n"
"negocios y gestión","s"
"negocios y gestión pública","s"
"negocios y productos","s"
"negocios y productos globales","s"
"nestlé","s"
"net","b"
"neta","b"
"networking","n"
"nexo","b"
"nic","b"
"nichos","n"
"nichos de mercado","s"
"nif","s"
"niif","s"
"niifs","s"
"niños","b"
"nivel","b"
"nivel académico","n"
"nivel básico","n"
"nivel corporativo","n"
"nivel de análisis","s"
"nivel de comunicación","n"
"nivel de empresas","n"
"nivel de inglés","s"
"nivel de redacción","s"
"nivel de riesgo","s"
"nivel de servicio","n"
"nivel de servicios","n"
"nivel de usuario","n"
"nivel gerencial","n"
"nivel institucional","n"
"nivel intermedio-","n"
"nivel intermedio-avanzado","n"
"nivel internacional","n"
"nivel local","n"
"nivel mundial","s"
"nivel nacional","s"
"nivel regional","s"
"nivel técnico","n"
"niveles","b"
"niveles de calidad","n"
"niveles de inventario","n"
"niveles de rentabilidad","s"
"niveles de riesgo","s"
"niveles de servicio","n"
"niveles de servicios","n"
"niveles de stock","n"
"niveles de tolerancia","n"
"niveles gerenciales","n"
"niveles óptimos","n"
"noche","b"
"nombre","b"
"nómina","b"
"nóminas","b"
"norma","b"
"normado","b"
"normal","b"
"normalización","n"
"normas","b"
"normas contables","n"
"normas de carácter","n"
"normas de contrataciones","n"
"normas de control","n"
"normas de información","n"
"normas de seguridad","n"
"normas internacionales","n"
"normas internas","n"
"normas laborales","n"
"normas legales","n"
"normas relacionadas","n"
"normas técnicas","n"
"normas tributarias","n"
"normas vigentes","n"
"normas y políticas","n"
"normas y procedimientos","n"
"normas y procedimientos establecidos","n"
"normas y procedimientos relacionados","n"
"normativa","n"
"normativa aplicable","n"
"normativa interna","n"
"normativa legal","n"
"normativa vigente","n"
"normativas","n"
"normativas internas","n"
"normativas locales","n"
"normativas vigentes","n"
"normatividad","n"
"normatividad aplicable","n"
"normatividad legal","n"
"normatividad vigente","n"
"normativo","b"
"normativos","b"
"norte","b"
"norte del país","b"
"nota","b"
"notariales","b"
"notas","b"
"notas de crédito","s"
"notas de débito","s"
"notas técnicas","n"
"notes","b"
"noticias","b"
"nro","b"
"nueva","b"
"nuevas","b"
"nuevo","b"
"nuevos","b"
"numérica","b"
"numéricas","b"
"numérico","b"
"número","b"
"número de clientes","b"
"nutrición","b"
"objeciones","b"
"objects","b"
"objetiva","b"
"objetivo","n"
"objetivo del puesto","b"
"objetivo general","b"
"objetivo principal","b"
"objetivos","n"
"objetivos anuales","s"
"objetivos comerciales","s"
"objetivos corporativos","n"
"objetivos de crecimiento","s"
"objetivos de venta","s"
"objetivos de ventas","s"
"objetivos del área","n"
"objetivos del negocio","n"
"objetivos del plan","n"
"objetivos establecidos","n"
"objetivos estratégicos","s"
"objetivos institucionales","s"
"objetivos mensuales","s"
"objetivos organizacionales","s"
"objetivos planteados","s"
"objetivos propuestos","s"
"objetivos trazados","s"
"objetivos y estrategias","s"
"objetivos y metas","s"
"objetivos y resultados","s"
"objeto","b"
"obligación","b"
"obligaciones","b"
"obligaciones contractuales","s"
"obligaciones de pago","s"
"obligaciones derivadas","n"
"obligaciones financieras","s"
"obligaciones o derechos","n"
"obligaciones tributarias","n"
"obligados","b"
"obligatorio","b"
"obra","b"
"obras","b"
"obras por impuestos","n"
"observaciones","b"
"observaciones pertinentes","n"
"observaciones y recomendaciones","n"
"observadas","b"
"observados","b"
"obtención","b"
"obtención de información","n"
"obtención del grado","n"
"obtención y mantención","n"
"obtener","b"
"obtener información","n"
"obtener resultados","s"
"obtenida","b"
"obtenido","b"
"obtenidos","b"
"obteniendo","b"
"octavo","b"
"ocupación","b"
"ocupacional","b"
"ocupado","b"
"ocupando","b"
"ocupando cargos","n"
"ocupando posiciones","n"
"ocupando puestos","n"
"ocupar","n"
"ocurrencia","n"
"ocurrencias","n"
"ocurridos","n"
"of","b"
"oferta","s"
"oferta comercial","s"
"oferta de productos","s"
"oferta de servicios","s"
"oferta de valor","s"
"oferta y demanda","s"
"ofertas","s"
"ofertas comerciales","s"
"office","s"
"office","s"
"office (","s"
"office a nivel","s"
"office intermedio","s"
"office nivel","s"
"oficial","b"
"oficial de atención","n"
"oficial de créditos","s"
"oficiales","b"
"oficina","b"
"oficina de administración","s"
"oficina de estudios","n"
"oficina de gestión","s"
"oficina de planeamiento","s"
"oficina principal","n"
"oficina regional","s"
"oficinas","b"
"oficinas u operaciones","n"
"oficinas u operaciones dudosas","n"
"oficios","b"
"ofimática","s"
"ofrece","b"
"ofrecemos","b"
"ofrecen","b"
"ofrecer","b"
"ofrecerles","b"
"ofrecido","b"
"ofrecidos","b"
"ofreciendo","b"
"ofreciéndoles","b"
"ofrecimiento","b"
"ohsas","b"
"on","b"
"oncológicos","n"
"one","b"
"ong","b"
"online","b"
"onp","s"
"op","b"
"opción","b"
"opcional","b"
"opciones","b"
"open","b"
"opera","b"
"operación","b"
"operación del negocio","s"
"operación presentada","n"
"operacional","b"
"operacionales","b"
"operaciones","b"
"operaciones administrativas","b"
"operaciones bancarias","s"
"operaciones centrales","n"
"operaciones comerciales","s"
"operaciones con bancos","s"
"operaciones contables","s"
"operaciones crediticias","s"
"operaciones de cambio","s"
"operaciones de comercio","s"
"operaciones de compra","n"
"operaciones de crédito","s"
"operaciones de créditos","s"
"operaciones de factoring","n"
"operaciones de financiamiento","s"
"operaciones de inversión","s"
"operaciones de leasing","n"
"operaciones de reporte","n"
"operaciones de tesorería","s"
"operaciones del área","n"
"operaciones diarias","n"
